Best_SMA,MeanReturn,Count
25,0.0537952750311683,10
195,0.0463089359327075,16
200,0.03642076852990268,77
185,0.03557754281137994,10
40,0.03481550587339548,17
15,0.03335743869446758,31
20,0.026908095362479078,10
45,0.026508273014628762,10
10,0.02290274462870486,177
