Ticker,Best_SMA,Best_Avg_Forward_50d,Signals
AMD,25,0.13714802335851345,1397
TPL,25,0.10976755526731875,1438
FIX,25,0.0937397004271217,1520
PAYC,25,0.05715046129471857,1449
CTAS,25,0.04358055545721656,1661
BR,25,0.03161216045294182,1531
EQIX,25,0.0192734666424563,1453
SBAC,25,0.01843253001321422,1385
AMT,25,0.014383609870663732,1378
DIS,25,0.012864687527517913,1211
